,company,job_title,location,salary,summary,est_salary
1235,Michael Page,Business Analyst - ERP,Perth WA,0,High competency with data mapping and migration across environments. Compiling and analysing data for management reporting and metrics....,120000
1236,Peoplebank,TSOC Senior Analyst - $71 ph,Melbourne City Centre VIC,$71 an hour,Pervious experince as a Security Analyst and SOC is mandatory. Experience in maintaining enterprise solutions and services typically associated with Wireless...,120000
1237,"Wolters Kluwer, CCH",Consulting Manager,Australia,"$100,000 - $150,000 a year",Evaluate opportunities to adopt robotic and data analytic technologies to expand current CCH integrator service offerings....,120000
1238,inDmand,"Senior Data Scientist with fluent coding skills, Sydney c$15...",Sydney NSW,"$150,000 a year",As their Data Science function (which is building a reputation for delivering real advantages within the business) continues to grow and I am looking for...,120000
1239,Fuji Xerox Pty Limited,"Market Planning, Bids and Tenders Manager",New South Wales,0,"Good understanding on marketing data and analytics for decision making. You’ll analyse market dynamics to ensure sales coverage, whilst leading a small team of...",120000
1240,Veolia,SAP Developer,New South Wales,0,"Data Flow Analysis, Database Design. Collaborates with analysts, designers, and system owners in the testing of SAP software programs and applications....",120000
1241,Oracle,Customer Experience (CX) Cloud Sales Rep,North Ryde NSW,0,"Engage with prospect organizations to position Oracle solutions through strategic value-based selling, business case definition, ROI analysis, references, and...",120000
1242,Pegasystems,Senior Solutions Consultant,Sydney NSW,0,"Analyst acclaimed technology leadership in a massive emerging market. Collaborate with product managers, software developers, analysts, business officers, and...",120000
1243,Teradata,Account Executive,Sydney NSW,0,"Our big data analytic solutions, integrated marketing applications, and team of experts can help your company gain a sustainable competitive advantage with data...",120000
1244,Salesforce,Director Industries,Sydney NSW,0,Data privacy and compliance requirements. Represent Salesforce with industry analysts and support related PR activities....,120000
1245,Accenture,Data Scientist - Supply Chain - Australia,Melbourne VIC,0,"Knowledge of data management including SQL, NoSQL, MDM and data modelling techniques. Data Scientists - Supply Chain/Logistics....",120000
1246,Charterhouse,Senior Business Analyst - Insurance,Sydney NSW,"$130,000 a year","Our NSW Government organisation are currently seeking a Senior Business Analyst to design, develop and deliver high quality and timely analysis projects...",120000
1247,Avenir Consulting,Stress Testing Project Traded Market Risk – Business Analyst...,Sydney NSW,0,"Managing the technology that serves as a central repository for stress testing & securing and management of the data you need, or influencing its production....",120000
1248,RB,Finance Business Partner - Supply,Sydney NSW,0,"Min 2-3 years experience in a Commercial, Supply Chain, Finance Analyst or Business Analyst capacity. Strong ability to analyse results, interpret data and...",120000
1249,Konica Minolta Business Solutions Australia,Business Analyst - Managed Services,Brisbane QLD,0,"Maintain data and records of all role specific activities, specifically ensuring the integrity and security of customer data....",120000
1250,Latitude IT,Digital BA,Sydney NSW,"$120,000 - $130,000 a year",Digital Business Analyst. 5+ years digital business analyst experience. Our client is looking for an innovative Digital Business Analyst with a passion for...,120000
1251,OpenAgent,Lead Visual Designer,Alexandria NSW,0,"You will collaborate and work closely with product managers, growth marketers, engineers and data analysts to design intuitive user experiences for our web and...",120000
1252,Goldman Sachs,Equities Technology - Equities Technology Synthetics Technol...,Sydney NSW,0,"Goldman Sachs Engineers are innovators and problem-solvers, building solutions in risk management, big data, mobile and more....",120000
1253,Exclaim IT Pty Ltd,Business Intelligence Analyst,Brisbane Central Business District QLD,0,"Apply knowledge and skills in data mining, data mapping, and data tracking to identify data and reporting trends and patterns in order to add value to the data...",120000
1254,S&P Global,Associate Director - Index Management,Sydney NSW,0,Be a subject matter expert and a point of escalation for analysts in dealing with all manner of issues arising from index production....,120000
1255,Hudson,Commercial Finance Analyst,Sydney NSW,"$115,000 - $125,000 a year",Analysing financial and commercial data in order to make sound recommendations to the business. Partnering with the wider business to make informed business...,120000
1256,Ambition,Senior Financial Reporting Analyst,Melbourne City Centre VIC,"$120,000 - $140,000 a year",The Company My client is a Big 4 bank and one of the largest financial institutions in Australia. They are committed to attracting and retaining the highest...,120000
1257,Appetency Recruitment Services,Big Data Architect (Cloudera),Sydney Central Business District NSW,0,"Permanent Big Data Architect role. Design, develop and deploy high – quality solutions and data architecture as per client requirements....",120000
1258,Robert Half Australia,Technology Consultant | Advisory & Strategy,Sydney NSW,"$125,000 a year","Data Governance, Data Quality and Data Management. Experience as a Business Analyst. Technology Consultant to join a top tier consulting firm in an advisory and...",120000
1259,"Cloud Lending, Inc",Senior Customer Success Engineer,Sydney NSW,0,"This involves working with customer’s technical teams and building integrations with 3rd party data providers, existing IT systems, frontend portals, backend...",120000
1260,Quay Appointments,ADABAS Natural Programmer,Parramatta NSW,$495 a day,"Demonstrated experience in JCL, TSO and partitioned data sets; Liaise with Architects, Senior Analyst Programmers, functional specialists and other technical...",120000
1261,EY,Risk Assurance - Financial Services Advisory - Senior Consul...,Sydney NSW,0,"Awareness of database and data collection systems, data modelling, data analysis, data quality and issue management techniques....",120000
1262,FourQuarters,Data & Analytics Lead,Melbourne VIC,"$130,000 a year",Building and managing a team of Data Analysts. Data & Analytics Lead required to assess and provide strategic direction around the data function of a leading...,120000
1263,Davidson,Pricing & Yield Analyst,Brisbane QLD,0,Highly analytical and are comfortable and confident working with large set of complex data and presenting your finding to stakeholders....,120000
1264,FutureYou,Commercial Analyst,Melbourne VIC,0,Strong commercial acumen with the ability to extract and relay insights from raw data. High Profile National Media Business....,120000
1265,Shoolin Consultancy,PEGA Developer,Sydney NSW,0," Design the class structure, business flows, User Interface and identifying Work and Data Model. Interact with Business Analysts, SMEs to understand the...",120000
1266,Connect One Recruitment,SAP Business Analyst (HR / Payroll),Parramatta NSW,0,"Engagement across ERP functional teams, e.g. Security, Data Migration, Testing and Finance to ensure an integrated solution design....",120000
1267,u&u Recruitment Partners,Senior Business Analyst,Brisbane QLD,$750 - $800 a day,"Responsible for developing functional requirements that will cover system functionality, usability, access and security, performance and availability,...",120000
1268,Bloc IT Recruitment,Business Intelligence Developer | MSBI Stack | $600,Sydney NSW,$600 a day,"Design, development and maintenance of multi dimensional models (SSAS) as well as data warehouse development (Kimball)....",120000
1269,Bluefin Resources,SQL Developer,Sydney NSW,$700 a day,"Regional performance analysts. Experience with Dev Ops and Data Warehousing. Collaboration with data consumers, database development, testers and IT support...",120000
1270,State Street,"Infrastructure Technical Project Manager, AVP",Sydney NSW,0,"Work as a member of a diverse team of program managers, project managers, project administrators and business analysts overseeing the execution of enterprise...",120000
1271,Bendigo & Adelaide Bank,Remuneration & Benefits Consultant,Melbourne VIC,0,"Excellent excel based, reporting skills with proven ability to extract data and translate data in meaningful action....",120000
1272,Michael Page,Senior Retail Insights Analyst - Automotive,Melbourne VIC,"$120,000 - $140,000 a year",The successful candidate for this position will be a data analyst that lives and breathes data. Knowledge of complex data warehousing....,120000
1273,Sharp & Carter,Senior Business Analyst - Operations,Melbourne VIC,"$120,000 a year",Compiling large sets of data to provide robust and meaningful commercial commentary. They have continued to steadily grow through strategic acquisitions and...,120000
1274,Human Outsource,Consulting: Local Government Sector Lead,Brisbane QLD,0,"We are business consultants, business analysts, investigators, information architects, data miners and trusted advisors....",120000
1275,Wood,Global Applications Manager,Melbourne VIC,0,Practice recovering the application and data in line with WG IT policy. Wood is currently recruiting for a Global Applications Manager to manage the assigned...,120000
1276,Bluefin Resources,MS BI/DW Developer - $120k package + bonus - Sydney,Sydney NSW,"$120,000 a year","Skills - SQL Server, Oracle, SSIS, SSRS, Tableau, Data modelling, preferable Data Warehousing design/dev experience on data marts....",120000
1277,Bluefin Resources,Senior Insights Analyst,Melbourne VIC,0,"Reporting to the Head of Analytics, you will play a business critical role in analysing, optimising and evaluating data and insights to influence customer and...",120000
1278,Naviro Pty Ltd,Technical Business Intelligence Analyst - Alteryx/ETL/DataSt...,Sydney NSW,0,"Qualitative Data, Quantitative Data, Python, XML/JSON (Structured/Semi-Structured/Unstructured Data). RDBMS Data Sources:. Online digital data sources:....",120000
1279,Oracle,"Master Principal Sales Consultant - AML, Financial Crime",North Ryde NSW,0,"Presentation and product demonstration experience, covering C-level, Business Analysts and User Community, and Technology organisation....",120000
1280,Shoolin Consultancy,Cards Solution Architect,Sydney NSW,0,"O FIS Data Navigator. Shoolin consultancy is a IT Recruitment, Outsourcing and Contractor management services provider is seeking a Cards Solution Architect for...",120000
1281,Saptureinternational,SAP Master Data Specialist,Melbourne VIC,0,"Support the cleansing of data, de-duplication and data enrichment activities. Complete data migration for SAP S/4 Hana....",120000
1282,Aston Carter,Senior Analyst Regulatory Reporting,Melbourne City Centre VIC,0,Aston Carter have partnered with a leading bank in Melbourne to find a Senior Analyst to join their Regulatory Reporting team in Melbourne on a 12 month FTC....,120000
1283,Deputy,Product Marketing Manager - High Growth,Sydney NSW,0,"Ability to create data request and to work with analyst to get desired results. Comfortable using Technology - Advanced computer skills, particularly with...",120000
1284,Morgan McKinley,Senior Analytics Specialist,Sydney Central Business District NSW,"$120,000 - $160,000 a year",Are you a data guru? A leading bank are looking for a commercially minded senior customer analytics analyst with strong technical skills and commercial acumen....,120000
1285,Oracle,Cloud Platform Commercial Sales Rep,Sydney NSW,0,"Engage with prospect organizations to position the Oracle solution through value based selling, business case definition, ROI analysis, references and analyst...",120000
1286,CSL Behring,Snr Associate e-Data Systems and SAP,Broadmeadows VIC,0,Strong understanding of data maintenance and data governance. Experience working in a global data governance framework....,120000
1287,Deloitte,M&A Valuations Manager,Perth WA,0,"Cost, market and income approachCompetency in, and a keen interest in further developing, complex valuations/modelling or data analysis A desire to manage a...",120000
1288,Michael Page,Senior Marketing Manager - International Education Publisher,North Ryde NSW,"$140,000 a year",Proactively measure marketing ROI and KPIs and adjust plans appropriately based on data driven decision making....,120000
1289,Michael Page,Business Intelligence Lead,Sydney NSW,0,Experience with clinical/health data a significant advantage. Experience with one or more data visualization tools (eg....,120000
1290,Verifone,APAC Senior Director of Application Development,North Sydney NSW,0,"Drives decision making through meaningful data and KPIs. Experienced managing large development teams, all disciplines including Project Management, Business...",120000
1291,Jenny Barbour,Business Analyst – HR / HS&E,Melbourne VIC,0,Our Client is looking for a brilliant Business Analyst with a passion for HR and HS&E systems and solutions to join their transformation....,120000
1292,Bluefin Resources,"Analytics Leader, Customer Insights",Sydney NSW,0,This is an exciting leadership opportunity to be at the forefront of how this data driven organisation engages with its data....,120000
1293,Paxus,Business Analyst (Process / Change) - IT Services / Consulti...,Brisbane QLD,$562 a day,Excellent data entry accuracy. Experienced Business Analyst having achieved successful Business Improvement Projects....,120000
1294,Davidson,Senior Finance Analyst,Brisbane QLD,0,Provision of data and insights for key operational and business decisions that will improve outcomes. To support the growth and continued success of Davidson...,120000
1295,TIBCO Software,Senior Solutions Consultant,Melbourne VIC,0,"Work with business and technical analysts to assist them in exploring solutions, overcoming ease-of-use hurdles, improving data access and/or deriving more...",120000
1296,Microsoft,Inside Tech Sales Manager,Sydney NSW,0,This organization is at the forefront of establishing a new sales model leveraging modern technology and big data and analytics to drive impactful demand...,120000
1297,Michael Page,Analytics Manager,Bella Vista NSW,0,Collecting data and analysing performance and financial trends. Analyse historical and forecasted spend data to support development of category segmentation and...,120000
1298,Replenishment,Supply Chain Network Range Planning Manager,New South Wales,0,The Range Planning team consists of network analysts and planners. Demonstrated ability in leading analytical teams to build data models for solving complex...,120000
1299,Davidson,Finance Business Analyst,Brisbane QLD,0,"To support a major implementation project, the opportunity has arisen for an astute Business and Systems Analyst to join the team on a fixed term contract...",120000
1300,Hydrogen Group,Project Manager / Management Consultants / Change Managers,Perth WA,"$90,000 - $150,000 a year",Data analysts from consulting / professional services / financial services. Data Analytics and visualisations. Big Data and Date Science....,120000
1301,Davidson,Business Analyst - SAP - Contract,Brisbane QLD,$116 an hour,Demonstrated experience with data analysis for activities relating to data migration activities and integration between business systems and finance systems....,120000
1302,Hydrogen Group,Digital Transformation Project Manager,Sydney NSW,"$120,000 - $150,000 a year",Data analysts from consulting / professional services / financial services. Data Analytics and visualisations. Big Data and Date Science....,120000
1303,Hudson,Senior Business Analyst,Melbourne VIC,"$120,000 - $150,000 a year","As the Senior Business Analyst, you will be responsible for strategic analysis, planning and management activities required to deliver a new Business...",120000
1304,Denovo Consulting Group,Manager - Risk Analytics,Sydney Central Business District NSW,0,Data visualisation experience - Tableau ideally. Manage team of Consultants and Analysts. Lead data interpretations and communicate to clients....,120000
1305,Kelly Services,Data Security Engineer,Perth WA,0,"Possess design and implementation skills with regards to data classification, protection and data loss management....",120000
1306,AIG,"Solutions Architect (Taguig City, Philippines)",Success WA,0,"You balance the needs of multiple stakeholders, making sound decisions using data, analysis, experience, and judgment, along with a risk mindset....",120000
1307,Fusion Professionals,Integration Developer / Designer (Oracle Integration Cloud),Sydney NSW,0,"Design, development of the system-to-system interfaces, data flows, APIs, and integration middleware as well as unit test backend applications, micro services,...",120000
1308,Clicks IT Recruitment,Senior Oracle Analyst Developer,Melbourne City Centre VIC,0,Previous experience in delivering a solution design encompassing the data architecture and data flow design....,120000
1309,Charterhouse,Scrum Master / PM,Sydney NSW,0,Data Management experience. With a large transformation currently in place the need for a highly experienced Scrum Master / Project Manager is required to...,120000
1310,nVision Talent,Salesforce Technical Architect,Sydney NSW,"$160,000 - $180,000 a year","Understanding of system and data integration architecture and a strong understanding of relational databases (MySQL, SQL Server, Oracle, etc.)....",120000
1311,Jivaro Group,Senior Merchandise Apparel Planner,Sydney NSW,"$120,000 a year",Experience presenting data to executive team members. Our client is a well-established iconic fashion retailer who is seeking a highly analytical and...,120000
1312,Michael Page,"BI Developer - SSRS, SSIS, SSAS",Melbourne VIC,"$110,000 - $130,000 a year","Minimum 3 years experience in data modelling and analysis. This Business Intelligence Developer/ Analyst will be responsible for the design, testing, and...",120000
1313,Pharmaceutical & Medical Professionals,Senior Sales Analyst,Melbourne VIC,0,"Due to a secondment, my client is seeking a dynamic and driven experienced and well-accomplished Senior Sales Analyst....",120000
1314,Catch Group,Senior PHP Developer,Bentleigh East VIC,0,"Transforming into one of the most Lean Australian enterprises, Catch.com.au is harnessing the power of Big Data, Machine-Learning and A.I....",120000
1315,Stellar Recruitment,Data Technical Lead,Brisbane QLD,0,"Experience with data analyst skills. Data Warehousing, Data Integration, Extract. Strong understanding of complex Data Integration and Data Management....",120000
1316,Domain Group,Senior Product Manager Advertising,Sydney NSW,0,We're passionate about data and analytics as this is core to the way we analyse and make decisions at Domain Group....,120000
1317,Hudson,Project Finance Analyst/Manager - 6 months FTC,Sydney NSW,"$130,000 - $135,000 a year","To review and raise awareness of data quality, issues or gaps across the projects aligned with the portfolio....",120000
1318,Hydrogen Group,REST API/.net Developer,Canberra ACT,"$900 - $1,000 a day",Capable of interpreting business information requirements provided by Business Analysts to author formal API specifications....,120000
1319,Sportsbet.com.au,Racing Risk Operations Lead,Melbourne VIC,0,Drawing insights from the data to inform business decisions. Performing the role of a Senior Risk Analyst to a high standard....,120000
1320,Human Capital Management Australia,Oracle Manufacturing Functional Consultant,Sydney NSW,0,"Plan and execute data migration. Develop functional specifications for extensions, integrations and data migrations. Day rate contract - Sydney Location....",120000
1321,Power IT Consultancy,Program Manager - Banking Sydney,Australia,0,"Working knowledge of technologies such as Oracle, Data Stage, Business Objects. Excellent abilities and handle on complete SDLC process execution with hands on...",120000
1322,Data Action,Manager - Cyber Security,Adelaide SA,0,Leading and developing a team of Security Analysts. Proven experience in implementing security for AWS & Cloud Data projects....,120000
1323,ResMed,"Commercial Finance Manager, Snr Analyst, Finance Business Pa...",Sydney NSW,0,"We are currently seeking applications for a Senior Financial Analyst to join our Global Finance team located in Bella Vista, Sydney....",120000
1324,IBM,SAP Ariba Consultant,Melbourne VIC,0,"At least 5 years experience in interpreting complex technical design issues and to communicate effectively with architects, other business analysts and...",120000
1325,Charterhouse,Business Change Manager,Sydney NSW,$600 a day,Work closely with the Change Analyst to ensure timely delivery of these. The successful candidate will need to have enough gravitas to be influential across...,120000
1326,Velrada,Dynamics 365 Functional Consultant,Melbourne VIC,0,Recent experience as a Microsoft Dynamics 365/CRM Functional specialist or Business Analyst. Microsoft Dynamics 365 (CRM) Functional Consultants or Business...,120000
1327,Oracle,ERP & Supply Chain Cloud Apps Sales - Brisbane,Brisbane QLD,0,"Engage with prospects to position Oracle solutions through strategic value-based selling, business case definition, ROI analysis, references and analyst data....",120000
1328,Oracle,ERP Business Applications Sales Rep Melbourne,Melbourne VIC,0,"Engage with prospects to position Oracle solutions through strategic value-based selling, business case definition, ROI analysis, references and analyst data....",120000
1329,Envato,Technical Consultant - Oracle Financials,Melbourne VIC,0,"You’ll have the awesome opportunity to work closely with our internal engineering teams to support the delivery of systems integration, data migration and...",120000
1330,Uber,"CRM Analytics Lead, ANZ",Canberra ACT,0,"Expert knowledge of relational databases, SQL, data mining & data visualization tools (Tableau preferred)....",120000
1331,Cognizant,Automation Quality Assurance Engineer,Melbourne VIC,0,Working with multiple Core Banking teams to analyze and prepare the Test Data. Analyzing Business User Stories and understanding the System Architecture and...,120000
1332,Jivaro Group,Senior Planner - Cosmetics,Melbourne VIC,"$130,000 - $150,000 a year",Experience presenting data to executive team members. Management and development of Trainee Planners / Allocation Analysts....,120000
1333,Bluefin Resources,"Director - Senior Quantitative Analyst (Rates, FX and XVA)",Sydney NSW,0,"Most importantly, we are seeking analysts with strong experience in developing option pricing models for Interest Rates Options and or FX across linear and non...",120000
1334,Hydrogen Group,"Commercial Manager, Marketing/Innovation – 12 mth FTC",Sydney NSW,"$120,000 a year","Manage two high-performing Commercial Analysts. You will be able to interpret and translate financial data into meaningful insights, communicate these to the...",120000
1335,Oracle,Business Applications Sales Representative - Utilities,Melbourne VIC,0,"Engage with prospect organizations to position Oracle solutions through strategic value- based selling, business case definition, ROI analysis, references and...",120000
1336,Michael Page,Fund Manager / Relationship Manager - Global Financial Servi...,Sydney NSW,0,Proven working experience as a financial and/or business data analyst in to order to look at large complex data sets and formulate meaningful conclusions....,120000
1337,Velrada,Microsoft Dynamics 365 Consultant,Melbourne VIC,0,"Our advisory team, comprised of top analysts who are also leaders in the company, complement our technical delivery teams by consulting directly with our...",120000
1338,Paxus,Solutions Architect ? Student Management,Northern Beaches NSW,0,Data Analyst / Data architectural skills - Solid understanding of data architecture and previous experience in the implementation of master data management and...,120000
1339,IBM,Snr Developers/Development Leads for Ballarat Innovation Cen...,Ballarat VIC,0,"Ability to gather data migration requirements, define a data migration plan and perform complex data migrations requiring transformation using a database, and...",120000
1340,Infinity Pro,Maximo Supply Chain Business Analyst / Functional Consultant...,Melbourne VIC,0,"Experience across Review, specification and capture of the critical data on inventory items; Demonstrated experience in process and data mapping in particular...",120000
1341,Bluefin Resources,Senior Quantitative Analyst (Front Office FX/Rates),Sydney NSW,0,"Most importantly, we are seeking analysts with strong experience in developing option pricing models for Interest Rates Options and or FX across linear and non...",120000
1342,Hudson,System Analyst / Test Lead,Brisbane QLD,$95 - $106 an hour,Set up and run test data within the system. System Analyst / Test Lead required for a Large System Review....,120000
1343,Paxus,Senior solutions Architect,Northern Beaches NSW,0,Data Analyst / Data architectural skills - Solid understanding of data architecture and previous experience in the implementation of master data management and...,120000
1344,Adaps,ETL Programmer – Senior,Melbourne VIC,$800 a day,"Experience with ETL tools, Oracle Data Integrator. Additionally, Analyst Programmers act in a supporting capacity by providing fail and fix application support....",120000
1345,Zone IT Solutions,Fusion Middleware Developer / Lead,Canberra ACT,0,"Oracle Data Integrator (ODI). Applied and demonstrable ability to produce logical and physical data design - optionality, multiplicity, entities and entity...",120000
1346,Accenture,Digital Marketing Analytics Manager,Sydney NSW,0,"Quickly understand multiple data sources and develop methodology for joining data that will add value. Oversee the coding of data extraction, transformation and...",120000
1347,Naviro Pty Ltd,"Solution Architect - Big Data - Cloud, On Premise & Hybrid t...",Sydney NSW,0,Our Sydney CBD based client is looking for a Senior Solution Architect BI/Big Data Modeler / Data Analyst to join their enterprise Data Analytics practice....,120000
1348,Attribute Consulting,Technical Project Manager | Permanent | Financial Services,Box Hill VIC,"$120,000 - $140,000 a year",In-depth experience in data related projects using SQL and Oracle databases. Attribute Group has great permanent opportunities available for experienced...,120000
1349,Paxus,Regional Cyber Security Engineer - Permanent - Sydney,Sydney NSW,0,"Investigate suspicious activities or alerts supporting regional Security analyst. Provide instructions to Platform/ Application Support teams for Mitigation,...",120000
1350,Hudson,Project Manager,Adelaide SA,"$120,000 - $125,000 a year",Do you love working with world leading data analytics technology? Project manage and coordinate the implementation of data software application and integration...,120000
1351,Grant Executive Search,Strategy Manager,Melbourne VIC,0,Coaching and developing Strategy Analyst. A demonstrated passion for business strategy and data driven insights....,120000
1352,Oracle,Business Applications Sales Representative - Higher Educatio...,Melbourne VIC,0,"Engage with prospect organizations to position Oracle solutions through strategic value- based selling, business case definition, ROI analysis, references and...",120000
1353,Jivaro Group,Senior Planner - Fast Fashion Womenswear,Melbourne VIC,"$120,000 - $150,000 a year",Experience presenting data to executive team members. Our client is a well-established Australian Womenswear brand who is seeking a highly analytical and...,120000
1354,Bluefin Resources,BI Developer,Melbourne VIC,0,"Data Plumbing Experience - ETL, ELT, data integration, data transformation. Supporting senior data analysts in solving data challenges and providing a first...",120000
1355,Jivaro Group,Senior Merchandise Womenswear Planner,Melbourne VIC,"$120,000 - $140,000 a year","Experience presenting data to executive team members. Our client is a well-established, deign led Australian Womenswear retailer who is seeking a highly...",120000
1356,Ethos BeathChapman,"Finance Business Partner, Commercial Insurance",Sydney NSW,0,"At least 5 years experience in an analytical role within the general insurance sector (ie financial analyst, business partner, actuarial analyst, financial...",120000
1357,Hudson,SAP HANA Modeler,Brisbane QLD,$80 - $110 an hour,"Expert in building performance efficient complex data models on SAP, non-SAP Data. Design ACS compliance models, complete HANA data modelling and ABAP...",120000
1358,u&u Recruitment Partners,SAP Functional Expert,Brisbane QLD,0,Analytical and conceptual problem solving with respect to large volume production data and custom data transformation using ABAP;...,120000
1359,Peoplebank,Security Architect,Melbourne City Centre VIC,0,"Firewalls, IDS/IPS, Anti-Malware, Data Loss Detection and Prevention, Endpoint Detect and Respond Technologies, SIEM, Routers and Switches....",120000
1360,Ambition,Senior Management Accountant - Financial Services,Melbourne City Centre VIC,"$120,000 - $140,000 a year","Previous experience as a management accountant, finance analyst or project analyst. The ability to draw meaningful analysis and insights out of data and present...",120000
1361,FourQuarters,Finance Business Partner_FMCG,Melbourne VIC,0,At least two years of experience working in a similar role or in a commercial analyst style role. Coach and mentor Finance Analysts within the team to assist...,120000
1362,FourQuarters,Finance Business Partner,Melbourne VIC,0,At least two years of experience working in a similar role or in a commercial analyst style role. Coach and mentor Finance Analysts within the team to assist...,120000
1363,PBI Search,Senior Microsoft Dynamics CRM Developer / Architect,Sydney NSW,"$120,000 - $140,000 a year","Previous system integration experience, including data migration. Demonstrated experience as a Business Analyst or Functional Consultant....",120000
1364,Appetency Recruitment Services,Salesforce Technical Lead,Melbourne City Centre VIC,0,"Thorough understanding on standard Salesforce objects & Data & Security Model. Salesforce Analyst, Process Analyst, Salesforce Implementation Consultant,...",120000
1365,u&u Recruitment Partners,SAP Finance ABAP Programmer,Brisbane QLD,0,Data Migration and Workflow/Webflow experience an advantage. Ability to work independently and communicate directly with key business stakeholders and business...,120000
1366,Talent International,Oracle BI Tech Lead,Melbourne VIC,0,Incorporate data from new and existing systems into the Oracle data warehouse. The Oracle Business Intelligence Technical Lead will work with a team of Oracle...,120000
1367,Hudson,SAP ABAP Developer | Finance Modules,Brisbane QLD,$100 - $135 an hour,Data Migration and Workflow/Webflow experience an advantage. Ability to work independently and communicate directly with key business stakeholders and business...,120000
1368,Teradata,Data Developer,Canberra ACT,0,"Data DeveloperData Developers development, implement, and test data ingestion and/or ETL/ELT processes to meet functional and non-functional requirements and...",120000
1369,The Iconic,Data Scientist,Sydney NSW,0,"A senior and well experienced Data Science practitioner with at least 6+ years of experience, who has done their time in the dark deep mines of data, built...",140000
1370,Human Outsource,Client Strategy Manager (NSW),Sydney NSW,0,"We are business consultants, business analysts, investigators, information architects, data miners and trusted advisors....",140000
1371,Infopeople,Business Analyst- DW,Garran ACT,$130 an hour,"Demonstrated experience in data, analytics, reporting will be highly regarded. Analyse and document processes that support clinical workflows and data flows....",140000
1372,Teradata,Consulting Director,North Sydney NSW,0,Data Warehousing SkillsPrimary SkillProject Mgmt:. With a powerful combination of Industry expertise and leading hybrid cloud technologies for data warehousing...,140000
1373,Teradata,Business Intelligence Consultant,Canberra ACT,0,"With a powerful combination of Industry expertise and leading hybrid cloud technologies for data warehousing and big data analytics, Teradata unleashes the...",140000
1374,Teradata,Solution Architect,Canberra ACT,0,"With a powerful combination of Industry expertise and leading hybrid cloud technologies for data warehousing and big data analytics, Teradata unleashes the...",140000
1375,en world,Machine Learning Engineer,Sydney Central Business District NSW,0,"Demonstrated machine learning experience (including model design, and algorithms). Our client, an exciting automation tech startup, is in the process of...",80000
1376,See-Mode Technologies,Machine Learning- Medical Image Analysis,Sydney NSW,"$75,000 - $100,000 a year","Experience in computer vision, medical image analysis, and machine learning. We are looking for a full-time computer vision/machine learning engineer to join...",80000
1377,QuantumBlack,Machine Learning Engineer (Sydney),Sydney NSW,0,"Knowledge of statistics, machine learning and data analytics techniques. Work closely with data scientists to solve difficult engineering and machine learning...",80000
1378,ROKT,Senior Software Engineer (Machine Learning),Sydney NSW,"$100,000 - $175,000 a year",A demonstrable knowledge of machine learning or optimisation algorithms. A strong statistical background and/or experience in machine learning / data science is...,80000
1379,Coupa Software,Software Engineer (Data Scientist - Machine Learning - AI),Sydney NSW,0,We need someone with R skill and also machine learning/ AI. Set strategic vision to overcome the complexities of an evolving machine learning ecosystem....,80000
1380,Woolworths Group Limited,Machine Learning Engineer,New South Wales,0,"Demonstrated experience in implementing and deploying machine learning and deep learning frameworks (TensorFlow, Torch, Caffe, Theano, etc.)....",80000
1381,Servian,Machine Learning Consultant,Sydney NSW,0,"Skills in Data Engineering and Machine Learning:. Learning & Development:. Spark, Kafka), deep learning frameworks (e.g....",80000
1382,Culture Amp,Senior Machine Learning Engineer,Melbourne VIC,0,Passionate about Machine Learning or Artificial Intelligence. Experience with developing production-ready machine learning components using Python....,80000
1383,CSIRO,Research Engineer,Australia,"$103,000 a year",We are currently building the next generation of machine learning algorithms for large scale graph analytics....,80000
1384,AirTree Ventures,Data Scientists / Data Engineers - Expressions of Interest,Sydney NSW,0,"Previous experience working with fintech, machine learning, artificial intelligence, SaaS, e-commerce, or marketplace organisations....",80000
1385,Winning Group,Data Scientist,Redfern NSW,0,"The degree should be in computer science, applied mathematics, statistics, machine learning, or a related data centric field....",80000
1386,HARD software,Software Engineer,Melbourne VIC,"$90,000 - $150,000 a year","Developing machine learning forecasting models and solutions. Familiarity with ANN, boosting and other machine learning models....",80000
1387,Evolution Recruitment Solutions,Machine Learning Engineer,Sydney NSW,0,"With strong backing, funding and a mandate to grow, this company is on the search for a Machine Learning Engineer (or Software Engineer – Machine Learning) to...",80000
1388,Spark Recruitment,Software Engineer - Machine Learning,Sydney Central Business District NSW,"$130,000 - $150,000 a year",We are looking for an experienced Software Engineer with strong skills in the Machine Learning domain. For this role you must have advanced software engineering...,80000
1389,Cloud IQ,QA Engineer,Sydney NSW,0,"Our bespoke conversion rate platforms enable global Ecommerce customers to monitor and elevate customer revenues, via machine learning, data analytics and AI....",80000
1390,CSIRO,Full Stack Software Engineer,Sydney NSW,"$105,000 a year","Data61's ADAIT group is an international front runner in applying state-of-the-art artificial intelligence, machine learning and cloud computing in the ITS...",80000
1391,Finite IT,Senior ITSM Engineer - Machine Learning,Sutherland Shire NSW,0,A leading Financial Services organisation is seeking a Senior ITSM / Service Management Engineer with strong machine learning / predictive analytics experience...,80000
1392,Cytora,Integration Engineer,Sydney NSW,0,Integration engineers understand our customers’ greatest pain points and design end-to-end solutions to address them....,80000
1393,Woolworths Supermarkets,Head of AI & Machine Learning,New South Wales,0,"Head of AI & Machine Learning | Surry Hills. 5+ years of experiences implementing and deploying machine learning and deep learning frameworks (TensorFlow, Torch...",80000
